"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensamble","symbol","genename","entrezid"
"ENSG00000260135",9.16185409890479,1.89679388078422,0.48093065286165,1.47997067010106e-05,3.27079927534296e-05,"RP11-212I21.2:ENSG00000260135","LOC105371279","uncharacterized LOC105371279","105371279"
"ENSG00000250126",3.58121426313069,1.97046067522314,0.488001249434628,1.74048720994876e-05,3.81547124586598e-05,"RP13-884E18.2:ENSG00000250126","LOC101927414","uncharacterized LOC101927414","101927414"
"ENSG00000231507",4.47661006963443,1.65461025166584,0.418969814454679,1.92199689183554e-05,4.18852662762696e-05,"RP11-134P9.3:ENSG00000231507","LINC01353","long intergenic non-protein coding RNA 1353","100506775"
"ENSG00000261804",3.20748001960083,3.66183875486296,0.964859125873473,2.08429841340053e-05,4.5302472258811e-05,"RP11-44F14.2:ENSG00000261804",NA,NA,NA
"ENSG00000224081",11.2501182692808,1.24343835346696,0.308846222596852,2.1676464777679e-05,4.69996630834593e-05,"LINC01057:ENSG00000224081",NA,NA,NA
"ENSG00000259443",3.51954116790466,7.29467910225781,2.43613068231209,2.23708019487176e-05,4.84218741836865e-05,"RP11-403B2.5:ENSG00000259443",NA,NA,NA
"ENSG00000227066",6.67436716260595,1.67239199900101,0.418695495701158,2.29768841462579e-05,4.96785592562036e-05,"RP3-340N1.2:ENSG00000227066","LOC117779438","uncharacterized LOC117779438","117779438"
"ENSG00000261521",1.8690690946504,2.43049887805289,0.621958070040752,2.35400392507125e-05,5.08295044590491e-05,"RP11-408H20.1:ENSG00000261521",NA,NA,NA
"ENSG00000272931",4.45217529159056,1.52184072431086,0.376232678938857,2.41776935554835e-05,5.21643352098529e-05,"RP5-943J3.2:ENSG00000272931",NA,NA,NA
"ENSG00000272563",26.2586529797231,1.36234511343831,0.379943984260604,4.04929327075856e-05,8.51869873107266e-05,"RP11-480C16.1:ENSG00000272563",NA,NA,NA
"ENSG00000273175",5.4367239012862,1.41488771196556,0.366548153287896,4.9362457165981e-05,0.000102754544712402,"RP11-11N7.4:ENSG00000273175",NA,NA,NA
"ENSG00000266999",3.55928921150303,1.87121454385491,0.541796870135199,5.16196799490551e-05,0.000107174716685857,"AC015849.16:ENSG00000266999",NA,NA,NA
"ENSG00000272456",1.98056455473947,2.60775716002194,0.721577069530797,6.67760584336026e-05,0.000136800923380559,"CTD-2342N23.3:ENSG00000272456",NA,NA,NA
"ENSG00000260360",4.79368218595363,1.14388689812239,0.297943599862719,6.91629160518249e-05,0.000141447402646829,"RP11-533E19.5:ENSG00000260360",NA,NA,NA
"ENSG00000270076",1.94703800602902,2.04754515309725,0.55261516920228,7.36613312631868e-05,0.000150088726396414,"AF131215.8:ENSG00000270076",NA,NA,NA
"ENSG00000258867",2.23149693999567,2.20480542364209,0.623179940512404,9.20248109929961e-05,0.000185303248216167,"LINC01146:ENSG00000258867","HISLA","HIF1A stabilizing long noncoding RNA","283587"
"ENSG00000233834",7.11794885326986,1.32630121267125,0.364697608760429,0.000103691579822247,0.000207141544443118,"AC005083.1:ENSG00000233834","GIRGL","glutamine insufficiency regulator of glutaminase lncRNA","100506098"
"ENSG00000226004",1.69063722662601,4.16133046162179,1.18257437140196,0.000106781033454223,0.000213074936227946,"RP11-10J5.1:ENSG00000226004",NA,NA,NA
"ENSG00000237989",31.7146144543788,1.31099001220332,0.373279688965076,0.000111549582222552,0.000222135296457862,"AP001046.5:ENSG00000237989","LINC01679","long intergenic non-protein coding RNA 1679","101928399"
"ENSG00000259747",1.70130232796524,5.02851070591039,1.47310916776448,0.000113182571208135,0.000225240673045865,"RP11-275I4.2:ENSG00000259747",NA,NA,NA
"ENSG00000246863",4.00089409745325,1.48260450824497,0.433131367727251,0.000139007466936082,0.000273736405626704,"RP11-325N19.3:ENSG00000246863","GPR176-DT","GPR176 divergent transcript","100505534"
"ENSG00000232698",2.25417695733812,2.88898439670588,1.04184605455927,0.000153357742261232,0.000300669272766647,"AP001058.3:ENSG00000232698",NA,NA,NA
"ENSG00000206195",70.3385411280964,1.04182166314842,0.294917972089355,0.000160473350560779,0.000313959408723796,"AP000525.9:ENSG00000206195","DUXAP8","double homeobox A pseudogene 8","503637"
"ENSG00000270883",4.25874172490967,1.30158169817348,0.368359527817304,0.000185621219959335,0.000360494708897102,"RP11-461L13.5:ENSG00000270883",NA,NA,NA
"ENSG00000258476",4.01435567339032,1.54961719115045,0.44287952758707,0.000199389490738664,0.000385418015422239,"RP11-76E17.3:ENSG00000258476","LINC01580","long intergenic non-protein coding RNA 1580","101927129"
"ENSG00000250274",3.39532749135865,1.92287160980159,0.581486072091617,0.00024811410616901,0.000474255742220672,"CTB-114C7.4:ENSG00000250274","LOC100128059","uncharacterized LOC100128059","100128059"
"ENSG00000234427",2.72642003243289,1.60495403043777,0.472096651767388,0.000262749620432147,0.000500623398944103,"RP3-413H6.2:ENSG00000234427",NA,NA,NA
"ENSG00000250551",5.03493056780848,1.03599039129191,0.292344256022871,0.00026795466797373,0.000510041953701683,"RP11-254I22.1:ENSG00000250551",NA,NA,NA
"ENSG00000242512",4.50357747125834,1.90711949723317,0.8987242230403,0.000321010280111933,0.000605759229938286,"RP11-416O18.1:ENSG00000242512","LINC01206","long intergenic non-protein coding RNA 1206","100996490"
"ENSG00000228512",3.58439881166874,1.27260096844483,0.372969412851734,0.000323879247957657,0.000610675823938083,"RP11-281A20.2:ENSG00000228512",NA,NA,NA
"ENSG00000231106",13.251540786223,1.74389837650747,0.565032852340916,0.000339839704021135,0.000639096637385714,"AP000688.8:ENSG00000231106","LINC01436","long intergenic non-protein coding RNA 1436","100996609"
"ENSG00000256128",6.86096669138237,1.43543123482177,0.435654297858449,0.000354470346029988,0.00066509348914127,"LINC00944:ENSG00000256128","LINC00944","long intergenic non-protein coding RNA 944","387895"
"ENSG00000272102",3.24378687561053,1.11531693491886,0.330004516937266,0.000388435362845014,0.000725456180886823,"RP3-355L5.5:ENSG00000272102",NA,NA,NA
"ENSG00000272463",20.4238628074663,1.15429442690247,0.351592378514826,0.000413253809122719,0.000769127204839113,"RP11-532F6.3:ENSG00000272463",NA,NA,NA
"ENSG00000234129",4.46695794242916,1.12277649758873,0.335374573587318,0.000447368564203938,0.000829450729808219,"RP11-120D5.1:ENSG00000234129","HCCS-DT","HCCS divergent transcript","121847985"
"ENSG00000272002",6.84955218895539,1.20215203483735,0.363930330410236,0.000510145876890231,0.000938698195345838,"RP11-557L19.1:ENSG00000272002",NA,NA,NA
"ENSG00000232606",1.93311134631881,2.00296487014666,0.621166601970593,0.000546781423750816,0.00100258073875021,"AC010090.1:ENSG00000232606",NA,NA,NA
"ENSG00000271046",1.86484573671441,4.52499323269919,1.45836142463581,0.000601848617719236,0.00109688957683473,"RP11-138I18.2:ENSG00000271046","LOC105376412","uncharacterized LOC105376412","105376412"
"ENSG00000268388",6.40371090919967,1.87149609702643,0.634927883350224,0.00064638118519273,0.00117445642101015,"FENDRR:ENSG00000268388","FENDRR","FOXF1 adjacent non-coding developmental regulatory RNA","400550"
"ENSG00000235576",6.21835572551265,1.46560196245537,0.496501193415559,0.000738068241999541,0.00133067098172747,"AC092580.4:ENSG00000235576","LINC01871","long intergenic non-protein coding RNA 1871","101929531"
"ENSG00000272632",5.46663788210821,1.11673255022622,0.348722143067867,0.000754353671605258,0.00135797599895141,"RP11-362F19.3:ENSG00000272632",NA,NA,NA
"ENSG00000272087",19.9350217744984,1.12731493515643,0.378261063642536,0.000780347489562342,0.00140088681998406,"RP11-379F4.7:ENSG00000272087",NA,NA,NA
"ENSG00000256582",2.98196985319675,1.47301608288277,0.474180145696016,0.000797975324610592,0.00143025632483516,"RP11-75L1.1:ENSG00000256582",NA,NA,NA
"ENSG00000253673",1.62184374465923,2.38249645002073,0.78004716418274,0.000906744147306348,0.00161400608829972,"CTC-436K13.1:ENSG00000253673",NA,NA,NA
"ENSG00000272327",6.47259811965593,1.4585732057149,0.494719745608262,0.000908545899531418,0.0016166761531471,"RP11-1002K11.1:ENSG00000272327",NA,NA,NA
"ENSG00000260303",3.05791493901493,1.37659384371021,0.507299142201017,0.000953659129316167,0.00169128096267477,"RP11-203B7.2:ENSG00000260303",NA,NA,NA
"ENSG00000259269",1.9593144881363,3.51832947867598,1.15634356688687,0.000987602366912988,0.0017487839995081,"RP11-624L4.2:ENSG00000259269",NA,NA,NA
"ENSG00000269913",2.20155178643671,2.04535575467662,0.680598862664999,0.00102580539179285,0.00181253808427833,"CTC-1337H24.1:ENSG00000269913",NA,NA,NA
"ENSG00000248187",3.29954149680247,1.82152834816792,0.719039594237216,0.0011260539335774,0.00197890406349331,"RP11-184M15.1:ENSG00000248187","LINC03140","long intergenic non-protein coding RNA 3140","124900778"
"ENSG00000232884",8.29758003415887,1.14496434536483,0.377489190253795,0.00115403911149543,0.0020249300267443,"AF127936.3:ENSG00000232884","LOC105372738","uncharacterized LOC105372738","105372738"
"ENSG00000249306",22.1834284076176,1.49559855289148,0.539189243345822,0.00123307234170404,0.0021544338061256,"RP11-267A15.1:ENSG00000249306","LINC01411","long intergenic non-protein coding RNA 1411","101928176"
"ENSG00000272369",3.88238904761882,1.24678373936152,0.42906098586498,0.00157639727309328,0.00271599057509712,"RP11-446N19.1:ENSG00000272369",NA,NA,NA
"ENSG00000234883",7.92752862472533,2.95130029578292,1.33154996000668,0.00159889357017959,0.00275165295404361,"MIR155HG:ENSG00000234883","MIR155HG","MIR155 host gene","114614"
"ENSG00000255299",2.64630593891255,1.38897906589692,0.473468973207932,0.00160059133102913,0.00275391137496568,"RP11-655C2.3:ENSG00000255299",NA,NA,NA
"ENSG00000262202",197.44101943437,1.01906957083177,0.358629508629025,0.00167569410847952,0.00287677709179408,"SNORD3D:ENSG00000262202",NA,NA,NA
"ENSG00000253154",1.3148071101057,5.55046067963309,2.28815591600082,0.00185778177014757,0.00316768788222537,"CTA-392E5.1:ENSG00000253154",NA,NA,NA
"ENSG00000238033",7.19647291896967,1.17828217054699,0.421802487525197,0.0019280290001247,0.00327859771181154,"AC002480.2:ENSG00000238033",NA,NA,NA
"ENSG00000253686",23.495749131151,1.48582015310728,0.58041507451401,0.00197348428359894,0.00335217060155145,"CTB-43E15.3:ENSG00000253686","LINC01484","long intergenic non-protein coding RNA 1484","101928136"
"ENSG00000257924",1.73889615015165,3.5226872628455,1.27908439419083,0.00210921927634026,0.00356858989183776,"RP11-493L12.5:ENSG00000257924",NA,NA,NA
"ENSG00000223511",4.24664464138384,1.35828035634206,0.522577930547857,0.00249493105164757,0.00417960428559969,"RP13-297E16.4:ENSG00000223511",NA,NA,NA
"ENSG00000232053",3.29872493922499,1.1078254698541,0.418457012077424,0.00251898015166759,0.00421593796585128,"AC009784.3:ENSG00000232053","LOC105375523","uncharacterized LOC105375523","105375523"
"ENSG00000227482",4.57525006878969,1.35295205922746,0.524458810182664,0.00281266647969721,0.00467643167010707,"RP11-18B16.2:ENSG00000227482",NA,NA,NA
"ENSG00000234948",6.58949750510314,1.38991182092159,0.538638872308769,0.00287955626125947,0.00477948806222986,"RP4-723E3.1:ENSG00000234948","LINC01524","long intergenic non-protein coding RNA 1524","101927700"
"ENSG00000225056",1.81648667723256,1.48043347230894,0.535456778833877,0.00305870384661305,0.00505881623153465,"RP11-218C14.5:ENSG00000225056","LOC124904965","uncharacterized LOC124904965","124904965"
"ENSG00000231304",2.75598775079132,1.21526771803108,0.442131208755911,0.00312783129737044,0.00516796239566302,"AC107622.1:ENSG00000231304","SGO1-AS1","SGO1 antisense RNA 1","100874028"
"ENSG00000214797",2.0919639991525,2.26555986047522,0.923904421933997,0.00319504065616915,0.00527209996024893,"RP11-1036E20.9:ENSG00000214797",NA,NA,NA
"ENSG00000223749",1.74427436448654,1.58561078708166,0.666959108181957,0.00355862612893698,0.00584236184002346,"MIR503HG:ENSG00000223749",NA,NA,NA
"ENSG00000260876",4.48167823126575,1.0178195807943,0.379924547613274,0.00399526051598255,0.00650143638592771,"RP11-345M22.1:ENSG00000260876","LINC01229","long intergenic non-protein coding RNA 1229","101928248"
"ENSG00000258667",8.44104989613357,1.01370781040873,0.381496693143483,0.00411165979423186,0.00667969410822189,"HIF1A-AS2:ENSG00000258667","HIF1A-AS3","HIF1A antisense RNA 3","105370526"
"ENSG00000270361",3.28728301413603,1.04985016879457,0.450399753620427,0.00412036941852282,0.00669232174501361,"RP11-307C12.13:ENSG00000270361",NA,NA,NA
"ENSG00000268544",1.66623958108034,1.7875547128375,0.840100136330458,0.00432826505041895,0.00701021490745419,"RP11-277L2.4:ENSG00000268544",NA,NA,NA
"ENSG00000261617",3.91818667629403,1.12457719865828,0.43932080228312,0.00509842849736587,0.00818291283391064,"RP11-243A14.1:ENSG00000261617","LINC02177","long intergenic non-protein coding RNA 2177","101927009"
"ENSG00000232679",3.12493180696866,1.65577199834088,0.705913659068386,0.00606149116064012,0.0096134334797987,"RP11-400N13.3:ENSG00000232679","LINC02257","long intergenic non-protein coding RNA 2257","105372950"
"ENSG00000255693",1.92971237333463,1.85809858375897,0.74382120499833,0.00667186865732114,0.010505301273315,"RP11-766N7.3:ENSG00000255693","LINC02389","long intergenic non-protein coding RNA 2389","400046"
"ENSG00000267311",4.55320493377736,1.02080400707043,0.408321108042756,0.0070280724011698,0.011035360862584,"RP11-99A1.2:ENSG00000267311",NA,NA,NA
"ENSG00000203635",2.02086414798459,1.59838029758084,0.705603299931127,0.00715682999600546,0.011225198485502,"AC144450.2:ENSG00000203635",NA,NA,NA
"ENSG00000260484",4.13850016342297,1.07191565274527,0.468423537478283,0.00850869986514879,0.0131977829070585,"RP11-1081M5.2:ENSG00000260484",NA,NA,NA
"ENSG00000259641",1.72629684567463,1.66533442710022,0.769738338086754,0.00988175963075985,0.0151901136173044,"RP11-279F6.3:ENSG00000259641",NA,NA,NA
"ENSG00000258879",2.76840322487166,1.31205121482417,0.599794854006867,0.0106638420196819,0.016313927623686,"RP11-713N11.5:ENSG00000258879",NA,NA,NA
"ENSG00000253369",2.48423833889941,1.02400964558897,0.44300252596738,0.0120494128608555,0.0182887235922891,"RP11-1081M5.1:ENSG00000253369",NA,NA,NA
"ENSG00000266709",5.87914040090034,1.2965152876875,0.747226588221779,0.0179415641406973,0.0265365774775768,"RP11-214O1.2:ENSG00000266709","MGC12916","uncharacterized protein MGC12916","84815"
"ENSG00000249100",1.9684852143526,1.14895139484579,0.528078312570914,0.0210702651720064,0.0307817458545167,"CTD-2218K11.2:ENSG00000249100",NA,NA,NA
"ENSG00000267712",1.57654409741844,2.13409709917869,1.01089248222057,0.022893520562417,0.0332324298147162,"RP11-456O19.4:ENSG00000267712","LINC03069","long intergenic non-protein coding RNA 3069","642484"
"ENSG00000251093",2.17633615439323,1.31364859376958,0.629267855813777,0.026259715848003,0.0377531855225549,"RP11-414H23.3:ENSG00000251093",NA,NA,NA
"ENSG00000273415",3.53799081702329,1.01589983759469,0.52585042792118,0.0294986589677131,0.0420291668985571,"RP11-702B10.2:ENSG00000273415","LINC02725","long intergenic non-protein coding RNA 2725","105369563"
"ENSG00000225948",2.26185628279067,1.12610035723128,0.611093763219901,0.0323616430326406,0.0457796247850694,"RP11-554I8.1:ENSG00000225948","LINC02648","long intergenic non-protein coding RNA 2648","101928150"
